cae_num	cae_str	des_pt	des_en	rev
2121	2121	Fabricação de papel e de cartão canelados e de embalagens de papel e cartão	Manufacture of corrugated paper and paperboard and of containers of paper and paperboard	21
21211	21211	Fabricação de papel e de cartão canelados (inclui embalagens)	Manufacture of corrugated paper and paperboard (includes containers)	21
21212	21212	Fabricação de outras embalagens de papel e de cartão	Manufacture of other containers of paper and paperboard	21
2122	2122	Fabricação de artigos de papel para uso doméstico e sanitário	Manufacture of household and sanitary goods and of toilet requisites	21
21220	21220	Fabricação de artigos de papel para uso doméstico e sanitário	Manufacture of household and sanitary goods and of toilet requisites	21
2123	2123	Fabricação de artigos de papel para papelaria	Manufacture of paper stationery	21
21230	21230	Fabricação de artigos de papel para papelaria	Manufacture of paper stationery	21
2124	2124	Fabricação de papel de parede	Manufacture of wallpaper	21
21240	21240	Fabricação de papel de parede	Manufacture of wallpaper	21
2125	2125	Fabricação de artigos de pasta de papel, de papel e de cartão, n.e.	Manufacture of other articles of paper and paperboard n.e.c.	21
21250	21250	Fabricação de artigos de pasta de papel, de papel e de cartão, n.e.	Manufacture of other articles of paper and paperboard n.e.c.	21
22	22	Edição, impressão e reprodução de suportes de informação gravados	Publishing, printing and reproduction of recorded media	21
221	221	Edição	Publishing	21
2211	2211	Edição de livros	Publishing of books	21
22110	22110	Edição de livros	Publishing of books	21
2212	2212	Edição de jornais	Publishing of newspapers	21
22120	22120	Edição de jornais	Publishing of newspapers	21
2213	2213	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	21
22130	22130	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	21
2214	2214	Edição de gravações de som	Publishing of sound recordings	21
22140	22140	Edição de gravações de som	Publishing of sound recordings	21
2215	2215	Edição, n.e.	Other publishing	21
22150	22150	Edição, n.e.	Other publishing	21
222	222	Impressão e actividades dos serviços relacionados com a impressão	Printing and service activities related to printing	21
2221	2221	Impressão de jornais	Printing of newspapers	21
22210	22210	Impressão de jornais	Printing of newspapers	21
2222	2222	Impressão, n.e.	Printing n.e.c.	21
22220	22220	Impressão, n.e.	Printing n.e.c.	21
2223	2223	Encadernação	Bookbinding 	21
22230	22230	Encadernação	Bookbinding	21
2224	2224	Actividades de preparação da impressão	Pre-press activities	21
22240	22240	Actividades de preparação da impressão	Pre-press activities	21
2225	2225	Actividades auxiliares relacionadas com a impressão, n.e.	Ancillary activities related to printing	21
22250	22250	Actividades auxiliares relacionadas com a impressão, n.e.	Ancillary activities related to printing	21
223	223	Reprodução de suportes gravados	Reproduction of recorded media	21
2231	2231	Reprodução de gravações de som	Reproduction of sound recording	21
22310	22310	Reprodução de gravações de som	Reproduction of sound recording	21
2232	2232	Reprodução de gravações de vídeo	Reproduction of video recording	21
22320	22320	Reprodução de gravações de vídeo	Reproduction of video recording	21
2233	2233	Reprodução de suportes informáticos	Reproduction of computer media	21
22330	22330	Reprodução de suportes informáticos	Reproduction of computer media	21
-210406	DF	Fabricação de coque, produtos petrolíferos refinados e combustível nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	21
23	23	Fabricação de coque, produtos petrolíferos refinados e tratamento de combustível nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	21
231	231	Fabricação de coque	Manufacture of coke oven products	21
2310	2310	Fabricação de coque	Manufacture of coke oven products	21
23100	23100	Fabricação de coque	Manufacture of coke oven products	21
232	232	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	21
2320	2320	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	21
23200	23200	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	21
233	233	Tratamento de combustível nuclear	Processing of nuclear fuel	21
2330	2330	Tratamento de combustível nuclear	Processing of nuclear fuel	21
23300	23300	Tratamento de combustível nuclear	Processing of nuclear fuel	21
-210407	DG	Fabricação de produtos químicos e de fibras sintéticas ou artificiais	Manufacture of chemicals, chemical products and man-made fibres	21
24	24	Fabricação de produtos químicos	Manufacture of chemicals and chemical products	21
241	241	Fabricação de produtos químicos de base	Manufacture of basic chemicals	21
2411	2411	Fabricação de gases industriais	Manufacture of industrial gases	21
24110	24110	Fabricação de gases industriais	Manufacture of industrial gases	21
2412	2412	Fabricação de corantes e pigmentos	Manufacture of dyes and pigments	21
24120	24120	Fabricação de corantes e pigmentos	Manufacture of dyes and pigments	21
2413	2413	Fabricação de outros produtos químicos inorgânicos de base	Manufacture of other inorganic basic chemicals	21
24130	24130	Fabricação de outros produtos químicos inorgânicos de base	Manufacture of other inorganic basic chemicals	21
2414	2414	Fabricação de outros produtos químicos orgânicos de base	Manufacture of other organic basic chemicals	21
24141	24141	Fabricação de resinosos e seus derivados	Manufacture of resinous and related products	21
24142	24142	Fabricação de carvão (vegetal e animal) e produtos associados	Manufacture of (vegetable and animal) charcoal and similar products	21
24143	24143	Fabricação de outros produtos químicos orgânicos de base, n.e.	Manufacture of other organic basic chemicals, n.e.c.	21
2415	2415	Fabricação de adubos e de compostos azotados	Manufacture of fertilizers and nitrogen compounds	21
24151	24151	Fabricação de adubos químicos ou minerais e de compostos azotados	Manufacture of chemical or mineral fertilisers and nitrogen compounds	21
24152	24152	Fabricação de adubos orgânicos e organo-minerais	Manufacture of organic and organic-mineral fertilisers	21
2416	2416	Fabricação de matérias plásticas sob formas primárias	Manufacture of plastics in primary forms	21
24160	24160	Fabricação de matérias plásticas sob formas primárias	Manufacture of plastics in primary forms	21
2417	2417	Fabricação de borracha sintética sob formas primárias	Manufacture of synthetic rubber in primary forms	21
24170	24170	Fabricação de borracha sintética sob formas primárias	Manufacture of synthetic rubber in primary forms	21
242	242	Fabricação de pesticidas e de outros produtos agro-químicos	Manufacture of pesticides and other agro-chemical products	21
2420	2420	Fabricação de pesticidas e de outros produtos agro-químicos	Manufacture of pesticides and other agro-chemical products	21
24200	24200	Fabricação de pesticidas e de outros produtos agro-químicos	Manufacture of pesticides and other agro-chemical products	21
243	243	"Fabricação de tintas, vernizes e produtos similares; mastiques; tintas de impressão"	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	21
2430	2430	"Fabricação de tintas, vernizes e produtos similares; mastiques; tintas de impressão"	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	21
24301	24301	Fabricação de tintas (excepto impressão), vernizes, mastiques e produtos similares	Manufacture of paints (except printing ink), varnishes, mastics and related products	21
24302	24302	Fabricação de tintas de impressão	Manufacture of printing ink	21
244	244	Fabricação de produtos farmacêuticos	Manufacture of pharmaceuticals products	21
2441	2441	Fabricação de produtos farmacêuticos de base	Manufacture of basic pharmaceutical products	21
24410	24410	Fabricação de produtos farmacêuticos de base	Manufacture of basic pharmaceutical products	21
2442	2442	Fabricação de preparações farmacêuticas	Manufacture of pharmaceutical preparations	21
24421	24421	Fabricação de medicamentos	Manufacture of medicaments	21
24422	24422	Fabricação de outras preparações e de artigos farmacêuticos	Manufacture of other pharmaceutical preparations and pharmaceuticals	21
245	245	Fabricação de sabões e detergentes, produtos de limpeza e de polimento, perfumes e produtos de higiene	Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations	21
2451	2451	Fabricação de sabões, detergentes, produtos de limpeza e de polimento	Manufacture of soap and detergents, cleaning and polishing preparations	21
24511	24511	Fabricação de sabões, detergentes e glicerina	Manufacture of soap, detergents and glycerol	21
24512	24512	Fabricação de produtos de limpeza, polimento e protecção	Manufacture of cleaning and polishing preparations	21
2452	2452	Fabricação de perfumes, cosméticos e de produtos de higiene	Manufacture of perfumes and toilet preparations	21
24520	24520	Fabricação de perfumes, cosméticos e de produtos de higiene	Manufacture of perfumes and toilet preparations	21
246	246	Fabricação de outros produtos químicos	Manufacture of other chemical products	21
2461	2461	Fabricação de explosivos e artigos de pirotecnia	Manufacture of explosives	21
24610	24610	Fabricação de explosivos e artigos de pirotecnia	Manufacture of explosives	21
2462	2462	Fabricação de colas e gelatinas	Manufacture of glues and gelatines	21
24620	24620	Fabricação de colas e gelatinas	Manufacture of glues and gelatines	21
2463	2463	Fabricação de óleos essenciais	Manufacture of essential oils	21
24630	24630	Fabricação de óleos essenciais	Manufacture of essential oils	21
2464	2464	Fabricação de produtos químicos para fotografia	Manufacture of photographic chemical material	21
24640	24640	Fabricação de produtos químicos para fotografia	Manufacture of photographic chemical material	21
